AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,CO,NOX
16.816,1013.1,75.198,4.8428,24.784,1088.1,550.35,134.68,12.005,1.56,71.875
15.832,1012.5,80.631,4.5033,22.545,1074.5,549.77,124.78,11.336,2.2503,72.764
15.288,1012.9,83.859,4.008,18.792,1035.5,539.67,104.14,10.227,12.17,101.75
14.861,1012.9,84.312,3.9973,18.821,1034,538.39,103.75,10.323,11.01,111.99
14.477,1013,83.751,4.1186,19.735,1056.3,549.59,112.36,10.422,4.0342,79.61
13.208,1013.2,84.347,4.1862,20.014,1059.1,549.98,114.38,10.552,3.6731,77.138
13.083,1013.4,88.327,4.1476,19.55,1056.2,550.05,111.77,10.437,3.8875,76.166
15.043,1013.6,88.913,4.1278,19.842,1057.2,550.06,111.74,10.492,3.7592,72.721
17.518,1013.7,76.814,4.5142,22.393,1071.8,549.97,121.79,11.218,3.6578,76.612
19.139,1013.9,70.485,4.6587,23.202,1077.4,549.76,125.39,11.564,2.6656,73.08
19.98,1014.1,71.372,4.9037,24.777,1086.3,549.82,131.91,11.9,2.251,73.897
20.473,1013.9,72.911,4.9663,25.263,1088.9,550.2,133.67,12.008,2.4704,76.792
21.107,1013.5,72.713,5.0233,25.392,1089.4,550.16,133.69,12.147,2.3051,73.747
22.026,1013,68.869,4.852,24.278,1083.1,549.79,128.47,11.835,2.2469,67.412
22.558,1012.6,64.978,5.0876,25.574,1090.2,549.95,133.66,12.034,1.556,70.867
23.036,1012.2,63.393,4.5476,22.357,1071.9,549.94,120.5,11.28,2.0478,65.93
23.063,1011.8,54.642,5.1136,25.708,1091.1,549.67,133.57,12.088,1.2667,75.105
24.317,1011.8,44.406,5.1315,25.791,1092.2,550.15,133.69,12.088,0.96923,77.887
23.827,1011.9,45.92,5.0711,25.615,1091.3,550.16,133.7,12.075,1.229,75.699
22.053,1012.1,48.65,4.9996,25.377,1090.2,550.22,133.7,12.018,1.5239,75.232
20.087,1012.4,55.174,4.8564,25.115,1088.7,549.86,133.7,11.875,1.5105,72.907
18.47,1012.6,60.618,4.1799,21.014,1064.9,550,116.82,10.878,2.6783,69.327
17.696,1012.2,62.968,4.7834,24.595,1086.3,550.15,132.66,11.897,1.7213,72.145
16.955,1011.7,66.057,3.9015,18.927,1037.3,539.6,104.15,10.215,5.2606,101.74
14.496,1010.6,81.906,3.9409,18.86,1035,539.4,104.04,10.218,11.566,90.957
17.102,1010.7,75.28,3.9477,18.6,1045,547.21,103.62,10.242,6.3036,82.448
19.654,1010.5,66.205,5.178,26.151,1077,541.05,131.96,12.114,3.0724,68.312
21.38,1010.4,59.884,6.0739,31.587,1100.1,535.93,153.66,13.554,1.665,65.911
22.689,1010.2,57.567,5.9583,31.104,1099.6,537.58,152.24,13.419,2.1723,67.938
23.914,1009.9,51.84,5.9876,31.186,1100,537.02,152.46,13.458,2.955,71.818
24.841,1009.7,50.941,5.9696,31.06,1100.2,537.86,152.33,13.45,2.3989,68.323
25.586,1009.3,50.126,6.0314,31.589,1099.9,535.96,153.44,13.52,1.0054,62.337
25.475,1008.8,51.173,5.9777,31.141,1099.9,537.44,152.71,13.501,0.5596,61.393
25.112,1008.4,52.386,6.0013,31.179,1100.2,537.5,152.34,13.449,0.65026,61.547
24.903,1008.4,51.651,4.2608,20.453,1056.7,548.58,109.86,10.632,4.0897,64.691
24.601,1008.1,47.747,3.961,18.785,1050,550.07,103.78,10.19,3.9285,58.889
23.612,1007.8,48.359,3.938,18.79,1050,549.96,104.36,10.262,3.9979,62.193
21.818,1007.8,53.224,3.864,18.41,1048.5,549.85,103.82,10.196,4.711,66.737
19.759,1007.9,61.883,3.8646,18.482,1048,549.18,104.89,10.14,4.9129,71.795
18.497,1007.5,67.312,3.8361,18.363,1041.4,545.26,102.81,10.112,6.6781,90.966
17.899,1007.3,71.926,3.8616,18.398,1037.9,542.81,102.56,10.177,6.4699,97.308
17.506,1006.9,71.941,4.8854,25.027,1088.3,549.7,134.19,11.999,1.4472,72.405
16.162,1005.3,76.465,3.907,18.708,1036.1,540.88,103.73,10.083,7.5085,90.133
17.158,1005.6,79.205,4.0027,19.076,1045,545.68,105.74,10.32,6.5066,81.781
18.396,1005.6,75.031,6.1004,32.24,1099.9,533.82,155.03,13.634,1.1566,65.58
19.823,1005.5,73.337,6.0106,31.18,1099.8,537.22,152.64,13.556,1.4756,67.034
21.242,1005.4,69.937,6.0112,31.265,1100,537.29,152.29,13.419,1.7757,67.958
22.431,1005.1,66.523,5.8987,30.541,1100.5,539.33,151.03,13.346,2.5851,71.434
23.343,1004.8,64.162,5.9779,30.977,1099.8,538.19,152.08,13.406,2.9942,70.353
23.953,1004.4,61.991,5.9546,30.888,1099.9,538.74,151.6,13.389,1.0649,64.397
24.639,1004.1,58.974,5.9584,30.926,1100.1,538.75,151.54,13.297,0.75647,63.432
24.479,1003.8,58.025,5.9187,30.659,1100.3,539.12,151.49,13.303,0.73679,63.905
22.818,1003.5,65.838,5.9634,30.944,1100.1,538.16,151.7,13.377,1.0022,64.034
22.68,1003.1,65.904,3.9786,18.716,1049.3,549.99,103.53,10.148,4.4063,61.59
22.696,1003.1,60.403,3.879,18.447,1047.4,550.07,102.69,10.102,4.394,59.263
21.622,1003.4,65.16,3.849,18.448,1047.5,550.2,103,10.174,5.3823,65.849
20.489,1003.7,68.491,4.9831,25.388,1087.9,550.26,133.71,11.997,2.0926,73.877
19.454,1003.8,71.856,4.9789,25.354,1088,549.74,134.13,12.127,1.6981,70.651
18.294,1003.7,78.324,5.0196,25.117,1086.9,549.63,133.89,12.089,1.0654,67.772
17.337,1003.6,82.099,5.0158,24.913,1086.1,550.14,133.23,11.825,0.67895,65.615
16.043,1003.4,83.385,4.2021,19.965,1055.1,548.62,112.62,10.511,6.0459,75.137
15.429,1003.3,84.43,4.246,20.162,1058.3,550.07,113.67,10.57,3.4741,71.586
15.029,1003.3,86.438,4.2647,19.944,1057.1,550.08,112.72,10.472,3.4071,71.635
14.827,1003.4,87.268,4.2661,19.929,1057.2,550.08,112.72,10.387,3.9577,73.58
15.348,1004.1,90.277,4.306,20.008,1057.1,549.81,112.91,10.545,4.1984,74.972
16.278,1004.3,92.413,5.275,25.257,1087.8,549.48,134.43,12.056,1.4981,72.471
18.288,1004.4,91.656,6.2827,31.252,1100.1,536.94,152.43,13.366,1.4655,67.503
20.028,1004.5,85.249,6.2025,30.824,1100.1,538.66,151.75,13.381,1.8766,69.622
20.681,1004.5,83.565,6.1901,30.791,1099.9,538.64,151.34,13.317,1.5016,68.625
22.096,1004.3,78.539,6.0375,30.221,1099.8,540.36,150.3,13.218,2.0463,71.207
23.792,1003.8,69.24,5.9228,30.217,1100.3,540.97,150.01,13.23,0.91418,68.66
24.836,1003.5,63.81,6.0402,30.978,1099.8,538.43,151.55,13.288,0.82152,69.019
25.39,1003.3,60.5,5.0588,24.729,1084.4,549.54,129.84,11.9,1.0791,70.385
25.352,1003.3,58.105,5.1999,25.711,1089.6,549.55,133.59,11.939,1.0497,73.313
24.457,1003.6,64.565,4.174,20.187,1057.6,549.76,110.62,10.545,2.6084,62.041
22.704,1003.8,77.1,4.3775,21.034,1062.1,550.12,114.7,10.836,2.7851,63.008
21.556,1004,79.345,5.1532,25.454,1087.9,550.34,133.72,11.984,1.5684,68.49
19.816,1004.4,84.127,5.1787,25.228,1087.9,550.12,133.74,11.977,1.5611,68.619
18.717,1004.8,89.652,5.1807,25.129,1087.3,550.02,133.43,11.955,1.5591,68.197
18.669,1004.7,86.502,5.1015,25.012,1086.2,550.18,132.9,11.94,1.6857,69.292
18.081,1004.8,85.046,5.1413,25.082,1087,549.89,133.76,11.902,1.6144,70.246
16.83,1004.6,87.638,4.568,21.503,1066.5,549.92,119.08,11.03,2.4553,69.311
16.268,1004.6,89.573,5.191,24.851,1085.7,550.09,133.35,11.89,1.7651,71.215
16.033,1004.5,90.666,4.5498,21.084,1063.8,550.12,117.31,10.875,3.0419,69.209
15.843,1004.5,92.502,5.3436,24.944,1086.6,550.26,134.13,11.997,1.5829,70.937
15.252,1005,91.447,5.2473,24.755,1086.1,550.16,133.66,11.937,1.6195,73.011
15.383,1005.5,93.55,5.2695,24.855,1085.9,549.8,133.68,11.867,1.5621,71.131
15.491,1006,92.364,4.4932,20.329,1057.6,548.83,113.42,10.645,3.7591,73.518
16.961,1006.2,95.439,4.4687,20.24,1058.4,549.8,112.58,10.64,3.5775,69.585
19.14,1006.5,92.853,5.2947,25.037,1086.3,549.96,132.34,11.938,1.8579,71.451
21.184,1006.9,84.423,5.2498,25.343,1088.5,550.07,133,12.066,2.1848,73.924
22.706,1007.1,73.372,5.1783,25.372,1088.8,550.16,132.75,12.116,2.0885,73.161
23.994,1007.1,67.28,5.2264,25.363,1089.2,550.26,132.77,12.165,2.8565,76.036
24.438,1007.1,63.207,5.2194,25.455,1089.7,550.35,132.74,12.214,3.4274,78.955
25.194,1006.9,60.984,5.2735,25.699,1090.7,550.09,133.32,12.149,1.9054,72.209
25.693,1006.5,59.311,5.2739,25.536,1089.6,549.94,132.74,12.03,1.1638,70.115
25.798,1006.3,57.335,5.2664,25.566,1089.4,549.93,132.73,11.963,0.94839,69.814
25.578,1006.2,65.218,5.2472,25.489,1089.1,549.68,132.72,11.897,1.2978,67.828
25.104,1006,66.75,4.3647,20.607,1060.8,550.06,112.25,10.712,2.9543,60.063
23.629,1006.6,70.159,5.0692,25.36,1089.3,550.45,132.92,12.119,1.5491,70.29
22.577,1007.4,67.42,4.9986,25.227,1088.8,550.45,132.72,12.048,1.358,70.392
21.237,1007.5,71.041,4.9572,25.108,1088,550.26,132.7,11.946,0.64257,67.89
19.99,1007.7,74.944,5.0076,25.197,1088,549.57,133.36,11.844,0.37518,67.836
19.019,1007.7,78.123,4.9094,24.672,1084.9,549.92,131.44,11.853,1.4865,69.692
19.245,1011.7,80.406,4.8918,24.206,1082.1,549.52,129.5,11.71,1.8246,72.304
18.455,1011.5,82.205,4.6394,22.719,1067.5,546.57,120.86,11.195,2.2241,67.682
17.963,1010.9,83.469,4.7594,23.179,1076.9,549.76,125.51,11.45,1.7966,68.334
17.283,1010.7,84.544,4.7919,23.537,1079,550.15,127.38,11.491,2.0437,71.154
16.844,1010.6,85.743,4.8007,23.415,1078.2,550.1,127.02,11.472,1.997,69.067
16.513,1010.6,87.121,4.7976,23.306,1077.7,550.27,126.64,11.373,2.0912,69.93
16.566,1010.7,87.622,4.1113,18.956,1035,539.15,103.41,10.288,10.438,95.62
17.299,1011,87.015,4.7572,22.88,1075,549.98,124.38,11.393,2.4194,70.106
19.161,1011.2,87.454,5.0345,24.456,1083.5,550.13,129.3,11.871,1.8524,66.981
21.575,1011.5,83.951,5.2103,25.609,1089.9,549.77,133.45,12.144,1.7078,71.351
22.776,1011.6,79.065,5.2263,25.643,1090.6,549.94,133.74,12.195,3.6737,73.751
23.721,1011.8,72.162,5.1652,25.427,1090,550.39,132.73,12.183,0.84171,60.267
25.063,1011.9,69.123,5.1693,25.36,1089.3,549.85,131.89,12.17,1.0408,73.262
25.869,1011.7,67.215,5.2587,25.825,1091.9,550.44,133.89,12.289,1.9649,74.905
25.744,1011.7,70.939,5.2622,25.889,1092,550.45,133.75,12.266,1.5822,69.866
25.471,1011.3,64.123,5.2943,25.904,1092,550.46,133.73,12.239,1.2751,70.92
25.312,1011,57.952,5.2025,25.406,1089.6,550.4,131.92,12.212,1.5435,71.482
24.857,1010.9,57.219,5.2196,25.756,1091,550.45,133.35,12.184,1.3746,71.42
24.329,1011,57.762,5.2089,25.838,1091,550.4,133.73,12.144,1.4129,71.7
23.294,1011.2,63.421,5.1211,25.626,1090.3,550.41,133.72,12.096,1.6179,69.154
21.841,1011.6,69.84,5.0429,25.206,1089.7,550.38,133.73,12.046,1.4471,67.084
20.14,1012.2,78.821,5.0463,25.032,1088.3,549.88,133.74,12.015,1.1927,67.432
19.114,1012.7,85.119,5.1358,24.938,1088.3,550.45,133.58,11.918,1.2078,65.917
18.773,1013.1,88.153,5.1683,24.95,1088.2,550.4,133.36,12.034,1.2829,66.242
18.426,1013.1,89.871,5.2526,25.042,1089.2,550.28,134.33,12.121,1.3398,69.184
18.255,1012.9,91.53,5.3001,25.017,1088.6,550.34,133.9,12.064,1.372,67.945
18.266,1012.8,90.911,5.2654,25.052,1088.5,550.36,133.9,12.111,1.3019,68.661
18.239,1013,90.201,5.304,25.263,1089,550.37,134.28,12.098,1.3768,69.126
18.031,1012.8,90.583,4.7679,22.174,1070.9,549.88,121.18,11.166,2.6865,67.586
17.88,1012.8,91.956,4.3293,19.766,1056.6,549.98,110.86,10.437,3.5733,65.996
17.828,1013.4,93.068,4.4386,20.109,1059,550.09,112.43,10.597,3.3876,66.139
18.254,1013.9,92.096,5.3008,25.237,1088.9,550.11,134.29,12.049,1.4919,70.139
18.944,1014.1,89.131,5.1693,24.526,1085.5,550.14,131.16,11.883,4.4567,66.682
19.575,1014.2,86.046,5.1417,24.466,1085.1,549.87,130.67,11.851,1.7323,67.915
20.142,1014.4,83.901,5.1642,24.749,1086.9,550.31,131.72,11.904,1.7741,70.515
20.731,1014.7,81.891,5.1559,25.027,1088.1,550.37,132.59,11.994,1.9403,72.791
21.609,1015,77.362,5.0484,24.68,1086.7,550.31,130.83,12.048,1.3326,67.717
22.092,1015,75.054,5.0763,24.869,1087.8,549.78,131.69,12.096,1.29,68.265
22.386,1014.9,74.031,5.1501,25.213,1089.4,550.17,132.88,12.132,1.0435,68.71
22.717,1014.6,73.255,5.1242,25.001,1088.1,550.19,131.74,12.107,1.2903,68.637
22.723,1014.5,73.614,5.0985,24.74,1086.2,550.21,130.79,12.068,1.3181,67.02
21.583,1014.9,78.393,5.0818,24.636,1086,549.79,131.06,12.028,1.4187,66.215
19.975,1015.5,84.259,5.0468,24.217,1084.1,550.09,129.98,11.947,1.4863,64.65
19.265,1015.6,85.619,5.0154,24.159,1083.6,549.75,129.75,11.85,1.3573,64.259
18.922,1016,86.371,5.0297,24.319,1084.9,549.93,130.71,11.822,1.326,64.587
18.637,1016.1,87.808,4.9975,24.053,1083.4,549.7,129.78,11.869,1.4955,65.505
18.546,1016.4,89.064,5.1909,25.089,1089.6,550.38,134.25,12.128,1.2279,68.442
18.572,1016.7,89.892,5.092,24.416,1085.3,550.24,131,11.875,1.4963,66.348
18.609,1017,89.366,5.1757,24.999,1088.6,550.29,133.36,12.001,1.3688,68.88
18.608,1017,88.386,4.2846,19.888,1058.3,550.12,111.49,10.538,3.3534,66.151
18.608,1016.9,88.477,4.6938,22.211,1072.3,550.02,121.52,11.194,2.3059,67.803
18.679,1017,87.899,4.2427,19.683,1056.8,549.99,110.37,10.474,3.6827,65.995
18.709,1017.1,86.742,4.2193,19.596,1055.9,549.93,109.73,10.451,3.8746,66.188
18.68,1017.2,87.132,4.2498,19.833,1057.6,550.1,110.92,10.482,3.7226,66.505
18.559,1017.4,88.998,4.0926,18.506,1047.5,548.32,103.78,10.23,6.2104,84.618
18.615,1017.5,88.632,4.7387,22.455,1073.1,550,122.31,11.234,2.4966,68.35
18.949,1017.5,88.781,5.2137,25.223,1089.3,550.16,133.7,11.938,1.4681,68.594
19.417,1017.8,88.286,5.2023,25.066,1089.5,550.21,133.71,11.938,1.2657,68.58
19.646,1018.2,87.269,5.2445,25.304,1090.4,549.93,134.74,12.012,1.1822,68.593
19.746,1018.2,87.084,5.2689,25.401,1090.6,549.91,134.75,12.078,1.3241,67.728
20.352,1018.2,84.254,5.2538,25.455,1091.5,550.43,134.66,12.029,1.3008,70.244
20.836,1018.2,84.204,5.2242,25.35,1090.6,550.06,134.26,12.054,1.4128,67.842
20.903,1018,85.917,5.2701,25.549,1091.5,549.57,134.73,12.015,1.5146,70.802
21.416,1017.5,84.595,5.3066,25.696,1092.2,550.03,134.69,12.11,1.3387,69.197
21.751,1017,81.461,5.2797,25.687,1092.2,550.42,134.74,12.156,1.3412,69.156
21.994,1016.7,80.419,5.2492,25.663,1091.9,550.27,134.74,12.143,1.4157,68.769
21.78,1016.2,82.691,5.243,25.599,1091,549.77,134.61,12.044,1.3245,67.33
21.339,1016.3,86.53,5.2632,25.201,1089.2,549.66,133.27,11.999,1.2697,65.112
20.955,1016.9,88.481,5.3232,25.513,1090.8,549.59,134.66,12.058,1.1561,64.696
20.677,1017.5,88.926,5.3084,25.352,1090.2,549.62,133.74,11.981,1.1843,65.253
20.2,1017.6,92.033,5.3021,25.143,1089,550.12,132.96,11.903,1.3942,64.521
19.853,1017.4,92.155,5.297,24.986,1088,550.12,132.81,11.914,1.3289,64.968
19.567,1017.3,92.477,5.3163,24.654,1086.3,550.17,131.47,11.943,1.6084,65.091
19.72,1017.2,93.231,4.5118,20.179,1059.8,550.17,112.17,10.613,3.3712,62.119
19.628,1016.9,93.391,4.4765,19.899,1058.5,550.05,111.45,10.577,3.4955,61.949
19.413,1016.8,93.334,4.4909,19.849,1058.4,550.26,111.49,10.549,3.5161,62.886
19.296,1016.5,93.126,4.4749,19.982,1058.7,549.9,111.72,10.576,3.3655,62.739
19.331,1016.6,92.369,4.4551,20.064,1058.6,549.84,111.73,10.58,3.4054,62.849
19.371,1016.9,91.306,4.4633,20.066,1058.9,550.23,111.73,10.492,3.4454,63.849
19.588,1017.2,90.408,4.4515,20.225,1059.2,549.97,111.95,10.657,3.3239,62.92
19.767,1017.4,89.616,5.359,25.547,1090.9,549.98,134.76,12.059,1.62,70.514
20.212,1017.5,88.402,5.3608,25.585,1091.7,549.96,134.73,12.132,1.3298,68.981
21.611,1017.4,83.717,5.3439,25.635,1091.6,549.9,134.76,12.14,1.0661,70.723
22.972,1017.3,78.493,5.3062,25.738,1091.7,549.87,134.76,12.21,1.317,73.429
24.096,1016.9,75.306,5.3146,25.827,1092.1,550,134.75,12.307,1.2476,70.697
24.703,1016.9,72.099,5.3213,25.821,1092.2,549.91,134.9,12.241,1.2793,70.099
23.999,1016.5,74.152,5.2902,25.751,1091.8,550.37,134.68,12.207,1.3167,68.045
24.252,1015.7,73.783,5.2536,25.762,1091.7,550.18,133.78,12.109,1.3126,68.618
25.353,1015.1,67.726,5.2609,25.822,1092.1,550.05,133.78,12.135,1.2398,69.536
24.907,1014.8,69.952,5.2473,25.752,1091.7,550.04,133.77,12.152,1.1807,67.331
24.335,1014.3,69.076,5.2472,25.808,1091.5,550,133.77,12.147,1.0748,68.062
23.83,1014.1,68.546,5.1901,25.603,1090.8,549.96,133.76,12.114,1.3104,67.892
22.265,1014.2,79.628,5.1726,25.486,1090,549.95,133.76,12.076,1.4102,64.411
21.02,1014.8,84.404,5.2422,25.338,1089.4,550.04,133.76,12.073,1.3396,64.293
20.369,1015,86.529,5.2588,25.255,1089.3,549.97,133.75,12.16,1.2463,65.094
19.759,1014.6,88.567,5.3378,25.275,1090.2,550.08,134.68,12.147,1.4059,65.693
19.294,1014.1,90.593,5.1147,24.041,1082.7,549.87,129.23,11.711,1.4344,64.803
19.303,1012.9,89.284,4.1177,18.528,1047.7,549.02,104.15,10.191,5.8203,80.174
19.427,1012.4,88.895,4.1509,18.563,1048.6,549.69,103.67,10.265,6.0465,75.203
19.132,1012,89.443,4.2416,18.549,1046.7,548.63,103.6,10.187,7.2346,80.245
18.298,1011.8,94.213,4.2641,18.489,1047.1,548.95,103.68,10.033,6.5,82.507
18.48,1011.8,91.481,4.1958,18.433,1045.1,547.52,103.71,10.076,6.5027,81.644
19.41,1012,91.38,4.1839,18.584,1049.1,549.92,103.76,10.215,5.1534,68.114
20.387,1012,89.747,4.4366,20.184,1058.9,550.16,111.61,10.558,3.5104,61.541
21.34,1012.2,86.332,4.4066,20.208,1059.3,550.02,111.62,10.486,3.5576,58.566
21.972,1012.2,83.122,4.0593,18.533,1049.3,549.87,103.62,10.052,4.8849,58.351
22.175,1011.5,83.176,4.3276,20.015,1057.9,549.97,110.97,10.601,3.6977,62.447
21.673,1011.2,83.992,4.4245,20.28,1059.5,550.08,112.01,10.606,3.3969,61.489
21.598,1010.9,81.109,4.1316,18.988,1051,549.68,105.53,10.161,4.0855,59.496
22.23,1009.9,78.42,4.3785,20.626,1061.6,549.97,113.39,10.689,2.7664,61.959
21.971,1009.8,80.234,4.4286,20.851,1062.7,550.07,114.05,10.912,2.8494,60.246
21.385,1009.6,83.525,5.2571,25.502,1090,550.21,133.56,12.002,0.99195,67.042
20.601,1009.9,84.894,5.2426,25.372,1089.5,550.15,133.69,12.017,0.90191,65.902
19.922,1009.7,86.554,5.2332,25.166,1088,550.17,132.98,11.859,1.0237,65.687
19.312,1009.5,88.166,5.1814,24.561,1084.4,549.77,130.7,11.823,1.6296,65.411
18.575,1009.4,89.086,5.084,23.779,1080,549.9,127.78,11.656,1.7952,65.961
18.286,1008.4,93.666,4.2892,18.55,1047.2,548.57,104.41,10.092,6.8133,79.899
18.347,1008,93.278,4.3098,18.463,1047.5,549.05,103.76,10.044,5.8109,80.392
18.205,1007.7,93.165,4.3559,18.5,1046.3,548.46,103.77,9.9936,6.3304,80.593
17.81,1007.3,92.932,4.4272,18.584,1043.5,546.31,103.75,9.9428,7.0663,81.036
21.075,1008.5,82.462,4.2678,20.172,1058.9,549.93,111.97,10.581,3.2684,61.52
20.801,1009,83.88,4.2842,20.28,1058.8,550.08,111.74,10.582,3.1517,59.73
20.638,1008.9,84.75,4.2977,20.215,1058.7,550.09,111.73,10.572,3.4591,61.016
20.085,1009.1,85.941,4.4688,20.932,1061.8,549.4,114.59,10.823,3.4023,62.973
19.496,1009,86.758,4.836,22.747,1067.1,545.92,120.79,11.222,3.1771,66.47
18.897,1008.7,85.543,4.2806,19.683,1056.5,549.99,110.65,10.508,3.5406,63.445
18.673,1008.8,80.491,4.2331,19.976,1058.4,550.03,112.14,10.509,3.2409,64.155
18.373,1008.7,76.522,4.1519,19.889,1057.8,550.01,111.73,10.468,3.1766,64.495
17.927,1008.8,76.808,4.1478,19.828,1057.5,550.07,111.72,10.421,3.4511,67.788
17.363,1009.2,77.698,4.1415,19.787,1057.3,549.9,111.7,10.374,3.4262,68.078
17.005,1009.7,79.284,4.1178,19.753,1057.1,550.04,111.48,10.36,3.5139,68.555
16.862,1010.3,79.544,4.0958,19.623,1056.2,549.94,110.89,10.366,3.734,69.266
17.246,1010.7,78.356,4.8888,24.22,1083.4,549.98,130.66,11.889,1.9599,72.121
17.987,1010.9,76.566,5.2668,26.377,1096.4,549.73,139.71,12.215,1.2591,77.708
18.869,1010.9,74.343,5.0535,24.887,1088,550.04,132.9,11.992,1.5406,69.678
19.676,1010.9,72.749,5.1397,25.221,1089.1,550.22,133.65,12.019,1.4614,70.968
20.179,1010.8,72.991,5.2044,25.404,1090.1,550.19,134.02,12.129,1.6835,69.835
20.941,1010.5,71.32,6.1064,30.825,1099.8,537.51,151.53,13.338,0.651,64.048
21.698,1010,70.492,6.0624,30.668,1099.7,538.2,152.06,13.353,0.48327,61.867
22.681,1009.6,68.312,5.234,25.376,1089.7,549.72,134,12.103,0.78499,67.12
21.367,1009.4,71.25,5.1887,25.238,1089.6,550.36,133.79,12.163,0.87441,69.114
20.308,1009.2,72.401,5.5576,27.639,1100,548.74,143.28,12.581,0.46936,73.769
19.812,1009,72.352,5.0915,25,1087.9,550.25,133.05,12.045,0.94441,68.996
18.901,1008.9,72.007,5.4469,27.33,1099,549.34,142.79,12.644,0.66302,74.805
18.077,1009.1,72.152,6.5875,34.533,1099.5,525.9,160.37,14.04,0.26704,60.165
17.378,1008.9,78.174,6.09,31.422,1100.2,535.8,154.63,13.5,0.15739,60.44
16.861,1008.5,79.864,6.0405,31.059,1100.2,537.11,153.67,13.383,1.0486,64.772
15.991,1008,80.823,6.1512,31.389,1099.9,535.71,154.58,13.453,1.8121,65.874
15.359,1007.7,84.648,5.1151,24.803,1086.2,549.91,133.97,11.897,2.3744,69.755
14.827,1006.8,86.188,5.0624,24.363,1084.1,550.19,132.55,11.8,1.6234,71.838
14.388,1005.8,88.84,4.3232,19.807,1057.1,549.93,112.72,10.48,3.5913,70.795
14.51,1005.1,90.666,4.3757,19.853,1057.1,549.98,112.73,10.474,3.7481,69.268
14.722,1004.5,92.195,4.409,19.915,1057.1,549.99,112.72,10.444,3.6571,69.359
14.96,1004.4,92.41,4.4134,19.959,1057.2,549.97,112.72,10.413,3.6147,70.943
15.167,1004.3,93.862,4.4638,19.939,1057.5,550.01,112.69,10.382,3.7189,69.517
15.811,1004.3,94.87,4.6105,20.655,1061.6,550.2,115.49,10.734,3.0415,67.667
16.8,1004.1,93.452,5.3559,24.92,1087,550.41,133.33,11.791,1.3348,70.464
17.746,1003.9,91.306,5.3576,25.102,1088,550.14,133.71,11.852,1.8942,70.341
18.91,1003.7,87.797,5.3302,25.214,1088,550.14,133.72,11.912,0.98635,68.689
19.707,1002.9,86.622,5.3113,25.258,1088.3,549.82,133.74,11.972,0.42917,66.247
20.658,1002.2,82.508,5.3039,25.44,1088.6,550.02,133.72,12.021,0.49445,69.801
21.388,1002.4,80.571,5.3048,25.575,1088.7,549.99,133.74,12.03,0.88227,68.729
22.002,1002.8,76.731,5.2853,25.505,1089.1,550.23,133.74,12.038,1.0634,67.212
21.347,1003.3,79.178,5.2718,24.882,1086.1,550.08,131.99,12,0.90154,65.332
20.636,1002.8,79.975,5.1153,24.278,1082.2,549.79,128.94,11.799,1.0389,63.363
21.554,1002.5,74.059,5.3096,25.704,1090.2,550.02,134.85,12.087,0.7172,69.748
21.515,1002.5,71.284,5.059,24.324,1082.2,550.14,128.99,11.636,1.0451,66.953
21.129,1003,75.061,4.2875,20.223,1057.8,549.84,111.47,10.63,2.8034,60.323
20.257,1003.5,75.387,4.6477,22.318,1070.9,549.9,121.45,11.233,2.0085,64.341
18.664,1003.8,79.057,5.1328,25.123,1087.8,549.99,134.09,12.094,0.69684,66.43
18.316,1004.3,81.378,5.2104,25.325,1088.5,550.3,134.43,12.138,1.3102,70.386
21.094,1004.3,77.581,5.2656,25.435,1089.6,550.24,134.39,12.176,1.1992,69.677
21.76,1004.3,74.745,4.7491,22.413,1071.5,550.16,121.34,11.178,2.2322,66.301
21.823,1004.2,74.093,4.3396,20.183,1058.3,549.94,111.97,10.652,3.228,62.159
20.047,1003.7,82.061,4.3872,19.91,1056.3,550.04,110.75,10.55,3.4549,62.87
20.44,1003.1,82.126,4.4263,19.972,1057.2,550.02,111.13,10.602,3.2171,62.167
22.191,1002.9,72.608,4.3266,19.917,1056.7,550.02,110.74,10.484,2.9357,63.394
21.559,1002.9,72.062,4.3157,19.816,1056.4,549.81,110.74,10.391,1.8697,71.033
20.198,1003.2,80.87,4.2159,19.038,1051.8,550.03,107.27,10.272,5.2282,81.757
18.712,1003.5,85.827,5.2309,24.806,1085.8,550.15,132.53,11.883,2.7461,76.481
19.424,1003.8,85.657,5.3443,25.603,1090,550.06,135.04,12.165,1.6588,72.518
20.806,1003.9,80.715,5.3164,25.258,1088.6,550.12,133.72,12.177,1.4439,69.464
22.461,1004,73.883,5.336,25.247,1088.9,550.53,133.71,12.17,1.4887,70.06
21.147,1004.5,77.11,6.3573,31.029,1099.3,536.73,151.84,13.355,1.0159,66.442
19.263,1004.5,88.814,5.3367,25.076,1087.2,548.97,133.88,12.071,1.5213,69.682
20.14,1004.6,84.22,5.3301,25.068,1088,549.71,133.59,12.116,1.5623,70.033
21.379,1004.7,78.008,5.3376,25.335,1089.2,550.31,134.25,12.103,1.1474,70.05
22.007,1004.8,73.622,5.3023,25.215,1088.8,550.01,133.74,12.111,1.1587,70.133
21.992,1004.8,69.72,5.2996,25.352,1089.3,550.28,134.07,12.124,1.2881,69.433
22.002,1004.7,68.301,5.2949,25.459,1090,550.18,134.52,12.114,1.5288,71.651
21.842,1004.5,63.941,5.2459,25.339,1088.9,549.94,133.74,12.119,1.3808,70.902
